1	4	6	67	85	92	198
6867	(Dy,Pr)Ba2Cu3O7	Dy0.5Pr0.5Ba2Cu3O6.9	Y123	K	27.8	Physica.C,269(1996)220-224
6870	Tl(Sr,Ca)2YbCu2O7	Tl1Sr1.8Ca0.2Yb1Cu2O7	Tl1212	K	45	Physica.C,269(1996)225-230
6871	Tl(Sr,Ca)2YbCu2O7	Tl1Sr1.7Ca0.3Yb1Cu2O7	Tl1212	K	55	Physica.C,269(1996)225-230
6872	Tl(Sr,Ca)2YbCu2O7	Tl1Sr1.5Ca0.5Yb1Cu2O7	Tl1212	K	55	Physica.C,269(1996)225-230
6877	NdBa2Cu3O7	Nd1Ba2Cu3O6.93	Y123	K	91.5	Physica.C,269(1996)231-241
6878	(Nd,Ca,Pr)Ba2Cu3O7	Nd0.95Ca0.025Pr0.025Ba2Cu3O6.95	Y123	K	86.1	Physica.C,269(1996)231-241
6879	(Nd,Ca,Pr)Ba2Cu3O7	Nd0.9Ca0.05Pr0.05Ba2Cu3O6.95	Y123	K	81.4	Physica.C,269(1996)231-241
6880	(Nd,Ca,Pr)Ba2Cu3O7	Nd0.8Ca0.1Pr0.1Ba2Cu3O7.02	Y123	K	70.8	Physica.C,269(1996)231-241
6881	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8	Bi2212	K	85	NATURE.343(1990)444
6882	(Bi,Pb,W)2Sr2Ca2Cu3Oz	Bi1.6Pb0.3W0.1Sr2Ca2Cu3Oz	Bi2223	K	108	Mod.Phys.Lett.B,9(1995)1387-1396
6884	(Nd,Ce)2CuO4	Nd185Ce0.15Cu1O4-z	T	K	15	Mod.Phys.Lett.B,9(1995)1027-1031
6885	(Nd,Ce)2CuO4	Nd1.85Ce0.15Cu1O4-z	T	K	20	Mod.Phys.Lett.B,9(1995)1027-1031
6887	(Y,Ca)2Ba4Cu7Oz	Y1.8Ca0.2Ba4Cu7Oz	Y247	K	78	Mod,Phys.Lett.B,9(1995)805-810
6888	(Y,Ca)2Ba4Cu7Oz	Y1.6Ca0.4Ba4Cu7Oz	Y247	K	73	Mod,Phys.Lett.B,9(1995)805-810
6889	(Y,Ca)2Ba4Cu7Oz	Y1Ca1Ba4Cu7Oz	Y247	K	53	Mod,Phys.Lett.B,9(1995)805-810
6890	(Sr,Ca)14Cu24O41	Sr0.4Ca13.6Cu24O41.84	LAD	K	10	J.Phys.Soc.Japan,65(1996)2764-2767
6891	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu4Oz		K	78	Int.J.Mod.Phys.B,9(1995)549-561
6892	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu3.975Fe0.025Oz		K	72	Int.J.Mod.Phys.B,9(1995)549-561
6893	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu3.95Fe0.05Oz		K	72	Int.J.Mod.Phys.B,9(1995)549-561
6894	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu3.9Fe1Oz		K	66	Int.J.Mod.Phys.B,9(1995)549-561
6895	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu3.8Fe0.2Oz		K	60	Int.J.Mod.Phys.B,9(1995)549-561
6896	Bi4Sr3Ca3(Cu,Fe)4Oz	Bi4Sr3Ca3Cu3.7Fe0.3Oz		K	57	Int.J.Mod.Phys.B,9(1995)549-561
6897	Bi4Sr3Ca3(Ca,Cr)4Oz	Bi4Sr3Ca3Cu3.975Cr0.025Oz		K	78	Int.J.Mod.Phys.B,9(1995)549-561
6898	Bi4Sr3Ca3(Ca,Cr)4Oz	Bi4Sr3Ca3Cu3.95Cr0.05Oz		K	76	Int.J.Mod.Phys.B,9(1995)549-561
6899	Bi4Sr3Ca3(Cu,Cr)4Oz	Bi4Sr3Ca3Cu3.9Cr0.1Oz		K	74	Int.J.Mod.Phys.B,9(1995)549-561
6900	Bi4Sr3Ca3(Cu,Cr)4Oz	Bi4Sr3Ca3Cu3.8Cr0.2Oz		K	69	Int.J.Mod.Phys.B,9(1995)549-561
6901	Bi4Sr3Ca3(Cu,Mn)4Oz	Bi4Sr3Ca3Cu3.975Mn0.025Oz		K	78	Int.J.Mod.Phys.B,9(1995)549-561
6902	Bi4Sr3Ca3(Cu,Mn)4Oz	Bi4Sr3Ca3Cu3.95Mn0.05Oz		K	76	Int.J.Mod.Phys.B,9(1995)549-561
6903	Bi4Sr3Ca3(Cu,Mn)4Oz	Bi4Sr3Ca3Cu3.9Mn0.1Oz		K	74	Int.J.Mod.Phys.B,9(1995)549-561
6904	Bi4Sr3Ca3(Cu,Mn)4Oz	Bi4Sr3Ca3Cu3.8Mn0.2Oz		K	72	Int.J.Mod.Phys.B,9(1995)549-561
6906	(La,Sr)2CaCu2O6	La1.8Sr0.2Ca1Cu2O5.96	2126	K	54	Mod.Phys.Lett.B,9(1995)27-29
6907	(La,Sr)2CaCu2O6	La1.8Sr0.2Ca1Cu2O5.98	2126	K	60	Mod.Phys.Lett.B,9(1995)27-29
6908	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.96B0.04O5	SrCuO3	K	7	Physica.C,263(1996)344-348
6909	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.95B0.05O5	Sr2CuO3	K	12.5	Physica.C,263(1996)344-348
6910	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.94B0.06O5	SrCuO3	K	21	Physica.C,263(1996)344-348
6911	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.93B0.07O5	SrCuO3	K	23	Physica.C,263(1996)344-348
6912	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.92B0.08O5	SrCuO3	K	25	Physica.C,263(1996)344-348
6913	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.91B0.09O5	SrCuO3	K	26.5	Physica.C,263(1996)344-348
6918	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.82B0.12O5	SrCuO3	K	30	Physica.C,263(1996)344-348
6919	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.86B0.14O5	SrCuO3	K	31	Physica.C,263(1996)344-348
6920	Sr2CuO2(CO3,BO3)	Sr2Cu1C0.85B0.15O5	SrCuO3	K	32	Physica.C,263(1996)344-348
6921	RSr2Cu2NbO7	Y1Sr2Cu2Nb1O7+z	1212	K	13	Physica.C,262(1996)266-271
6924	Tl3(CrO4)Sr8Cu4O16	Tl3Cr1Sr8Cu4O20	Tl1212	K	25	Physica.C,262(1996)159-167
6925	Ca2NbO4	Ca2Nb1O4		K	8.9	Jpn.J.Appl.Phys.Lett.,33(1994)L583-586
6926	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.5Cu0.5Sr2Ca1.9Y0.1Cu3O9.3	M1223	K	81.5	Physica.C,262(1996)279-284
6927	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.5Cu0.5Sr2Ca1.8Y0.2Cu3O9.3	M1223	K	77	Physica.C,262(1996)279-284
6928	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.5Cu0.5Sr2Ca1.7Y0.3Cu3O9.3	M1223	K	73	Physica.C,262(1996)279-284
6929	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.4Cu0.6Sr2Ca1.9Y0.1Cu3O9.3	M1223	K	90	Physica.C,262(1996)279-284
6930	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.4Cu0.6Sr2Ca1.8Y0.2Cu3O9.3	M1223	K	81	Physica.C,262(1996)279-284
6931	(Ge,Cu)Sr2(Ca,Y)2Cu3O9	Ge0.4Cu0.6Sr2Ca1.7Y0.3Cu3O9.3	M1223	K	77	Physica.C,262(1996)279-284
6932	HgBa2CuOz	Hg1Ba2Cu1O4.025	Hg1201	K	20	Physica.C,265(1996)13-18
6933	HgBa2CuOz	Hg1Ba2Cu1O4.045	Hg1201	K	73	Physica.C,265(1996)13-18
6934	HgBa2CuOz	Hg1Ba2Cu1O4.055	Hg1201	K	80	Physica.C,265(1996)13-18
6935	HgBa2CuOz	Hg1Ba2Cu1O4.08	Hg1201	K	85	Physica.C,265(1996)13-18
6936	HgBa2CuOz	Hg1Ba2Cu1O4.085	Hg1201	K	92	Physica.C,265(1996)13-18
6937	HgBa2CuOz	Hg1Ba2Cu1O4.09	Hg1201	K	97	Physica.C,265(1996)13-18
6938	HgBa2CuOz	Hg1Ba2Cu1O4.1	Hg1201	K	92	Physica.C,265(1996)13-18
6939	HgBa2CuOz	Hg1Ba2Cu1O4.12	Hg1201	K	71	Physica.C,265(1996)13-18
6940	HgBa2CuOz	Hg1Ba2Cu1O4.13	Hg1201	K	60	Physica.C,265(1996)13-18
6941	HgBa2CuOz	Hg1Ba2Cu1O6.932	Hg1201	K	50	Physica.C,265(1996)13-18
6942	(Y,Ca)Ba2Cu3O7	Y0.98Ca0.02Ba2Cu3O7-z	Y123	K	86.4	Physica.C,264(1996)255-260
6943	(Y,Ca)Ba2Cu3O7	Y0.95Ca0.05Ba2Cu3O7-z	Y123	K	88.5	Physica.C,264(1996)255-260
6944	(Y,Ca)Ba2Cu3O7	Y0.9Ca0.1Cu3O7-z	Y123	K	84.4	Physica.C,264(1996)255-260
6945	(Y,Ca)Ba2Cu3O7	Y0.8Ca0.2Ba2Cu3O7-z	Y123	K	72.9	Physica.C,264(1996)255-260
6946	(C,Cu)Ba2Ca2Cu3Oz	C0.15Cu0.5Ba2Ca2Cu3Oz	C1223	K	66	Physica.C,266(1996)215-222
6947	(C,Cu)Ba2Cu3Oz	C0.15Cu0.5Ba2Ca2Cu3Oz	C1223	K	88	Physica.C,266(1996)215-222
6948	(C,Cu)Ba2Ca2Cu3Oz	C0.5Cu0.5Ba2Ca2Cu3Oz	C1223	K	118	Physica.C,266(1996)215-222
6949	(C,Cu)Ba2Ca2Cu3Oz	C0.5Cu0.5Ba2Ca2Cu3Oz	C1223	K	120	Physica.C,266(1996)215-222
6952	(Ca,Na)2CuO2Cl2	Ca1.88Na0.12Cu1Cl2O2	T	K	7.2	Physica.C,266(1996)191-202
6953	(Ca,Na)2CuO2Cl2	Ca1.84Na0.16Cu1Cl2O2	T	K	19.7	Physica.C,266(1996)191-202
6954	(Ca,Na)2CuO2Cl2	Ca1.76Na0.24Cu1Cl2O2	T	K	26.9	Physica.C,266(1996)191-202
6955	(Ca,Na)2CuO2Cl2	Ca1.7Na0.3Cu1Cl2O2	T	K	27.5	Physica.C,266(1996)191-202
6956	(Ca,Na)2CuO2Cl2	Ca1.6Na0.4Cu1Cl2O2	T	K	27.8	Physica.C,266(1996)191-202
6957	(Ca,Na)2CuO2Cl2	Ca1.5Na0.5Cu1Cl2O2	T	K	28.5	Physica.C,266(1996)191-202
6959	(Bi,In,Pb)Sr2(Gd,Ca)Cu2Oz	Bi0.28In0.52Pb0.2Sr2Gd0.6Ca0.4Cu2Oz	1212	K	20	Physica.C,265(1996)315-322
6960	(Bi,In,Pb)Sr2(Gd,Ca)Cu2Oz	Bi0.245In0.455Pb0.3Sr2Gd0.6Ca0.4Cu2Oz	1212	K	55	Physica.C,265(1996)315-322
6961	(Bi,In,Pb)Sr2(Gd,Ca)Cu2Oz	Bi0.21In0.39Pb0.4Sr2Gd0.6Ca0.4Cu2Oz	1212	K	57.5	Physica.C,265(1996)315-322
6962	(Bi,In,Pb)Sr2(Gd,Ca)Cu2Oz	Bi0.175In0.325Pb0.5Sr2Gd0.6Ca0.4Cu2Oz	1212	K	57.5	Physica.C,265(1996)315-322
6963	(Nd,Ca)Ba2Cu3O7	Nd0.9Ca0.1Ba2Cu3O7-z	Y123	K	86	Phys.Rev.B,54(1996)3580
6964	(Gd,Ca)Ba2Cu3O7	Gd0.9Ca0.1Ba2Cu3O7-z	Y123	K	88	Phys.Rev.B,54(1996)3580
6965	(Ho,Ca)Ba2Cu3O7	Ho0.9Ca0.1Ba2Cu3O7-z	Y123	K	89	Phys.Rev.B,54(1996)3580
6966	(Tm,Ca)Ba2Cu3O7	Tm0.9Ca0.1Ba2Cu3O7-z	Y123	K	86	Phys.Rev.B,54(1996)3580
6967	(Nd,Ce)2CuO4	Nd1.85Ce0.15Cu1O4+-z	T'	K	22	Phys.Rev.B,54(1996)3610
6968	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2O8+z		K	85	Physica.C,262(1996)177-186
6969	(Pb,Bi)2Sr2CaCu2O8	Pb0.24Bi1.76Sr2Ca1Cu2O8+z	Bi2212	K	68	Phys.Rev.B,53(1996)11825
6978	HgBa2Ca2Cu3O8	Hg1Ba2Ca2Cu3O8+z	Hg1223	K	135.5	Phys.Rev.B,54(1996)4265
6980	HgBa2Ca2Cu3O8	Hg1Ba2Ca2Cu3O8+z	Hg1223	K	132.5	Phys.Rev.B,54(1996)4265
6981	HgBa2Ca3Cu4O10	Hg1Ba2Ca3Cu4O1	Hg1234	K	115	Phys.Rev.B,54(1996)4265
6982	HgBa2Ca3Cu4O10	Hg1Ba2Ca3Cu4O2	Hg1234	K	115	Phys.Rev.B,54(1996)4265
6983	(Ba,K)BiO3	BaKBi1O3	BKBO	K	31.8	Phys.Rev.B,54(1996)6133
6984	PrBa2Cu3O7	Pr1Ba2Cu3O7	Y123	K	92	Phys.Rev.B,54(1996)6122
6985	PrBa2Cu3O7	Pr1Ba2Cu3O7	Y123	K	92	Phys.Rev.B,54(1996)6122
6986	Bi2(Sr,La)2CuO6	Bi2Sr2Cu1Oz	Bi2201	K	7	Phys.Rev.B,54(1996)7449
6987	Bi2(Sr,La)2CuO6	Bi2Sr1.975La0.025Cu1Oz	Bi2201	K	11	Phys.Rev.B,54(1996)7449
6988	Bi2(Sr,La)2CuO6	Bi2Sr1.95La0.05Cu1Oz	Bi2201	K	18	Phys.Rev.B,54(1996)7449
6989	Bi2(Sr,La)2CuO6	Bi2Sr1.9La0.1Cu1Oz	Bi2201	K	18	Phys.Rev.B,54(1996)7449
6990	Bi2(Sr,La)2CuO6	Bi2Sr1.8La0.2Cu1Oz	Bi2201	K	18	Phys.Rev.B,54(1996)7449
6991	Bi2(Sr,La)2CuO6	Bi2Sr1.7La0.3Cu1Oz	Bi2201	K	10	Phys.Rev.B,54(1996)7449
6992	Bi2(Sr,Ca)2 CaCu2O8	Bi2Sr1.8Ca1.2Cu2O8	Bi2212	K	79.8	Phys.Rev.B,54(1996)R6885
6993	(Bi,Pb)2Sr2Ca2Cu3Oz	Bi1.85Pb0.35Sr2Ca2Cu3.1Oz	Bi2223	K	107	Phys.Rev.B,54(1996)7500
6994	(La,Ca)2CaCu2O6	La1.82Ca1.18Cu2O6+z	2126	K	52	Phys.Rev.B,54(1996)7500
6995	(Nd,Sr,Ce)2CuO4	Nd1.32Sr0.41Ce0.27Cu1O4	T*	K	24	Phys.Rev.B,54(1996)7500
6996	(Ba,Sr)2CuO2(CO3)	Ba1.12Sr0.88Cu1.1C0.9O4.9+z		K	35	Phys.Rev.B,54(1996)7500
6997	(Pr,Ce)2CuO4	Pr185Ce0.15Cu1O4	T'	K	20	Phys.Rev.B,54(1996)7500
6998	Nd2Cu(O,F)4	Nd2Cu1FO4		K	22	Phys.Rev.B,54(1996)7500
6999	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu2O8.25	Bi2212	K	68.2	Phys.Rev.B,54(1996)86
7000	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.99Co0.01Oz	Bi2212	K	66.2	Phys.Rev.B,54(1996)86
7001	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.98Co0.02Oz	Bi2212	K	63.6	Phys.Rev.B,54(1996)86
7002	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.96Co0.04Oz	Bi2212	K	58.9	Phys.Rev.B,54(1996)86
7003	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.92Co0.08Oz	Bi2212	K	51.3	Phys.Rev.B,54(1996)86
7004	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.88Co0.12Oz	Bi2212	K	44.2	Phys.Rev.B,54(1996)86
7005	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.84Co0.16Oz	Bi2212	K	37.1	Phys.Rev.B,54(1996)86
7006	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu2O8.19	Bi2212	K	92.7	Phys.Rev.B,54(1996)86
7007	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.99Co0.01Oz	Bi2212	K	88.7	Phys.Rev.B,54(1996)86
7008	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.98Co0.02Oz	Bi2212	K	85.8	Phys.Rev.B,54(1996)86
7009	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.96Co0.04Oz	Bi2212	K	78.9	Phys.Rev.B,54(1996)86
7010	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.92Co0.08Oz	Bi2212	K	68	Phys.Rev.B,54(1996)86
7011	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.88Co0.12Oz	Bi2212	K	58	Phys.Rev.B,54(1996)86
7012	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.84Co0.16Oz	Bi2212	K	44.2	Phys.Rev.B,54(1996)86
7013	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu2O8.28	Bi2212	K	60.7	Phys.Rev.B,54(1996)86
7014	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.99Co0.01Oz	Bi2212	K	58.9	Phys.Rev.B,54(1996)86
7015	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.98Co0.02Oz	Bi2212	K	56.2	Phys.Rev.B,54(1996)86
7016	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.96Co0.04Oz	Bi2212	K	51.1	Phys.Rev.B,54(1996)86
7017	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.92Co0.08Oz	Bi2212	K	46	Phys.Rev.B,54(1996)86
7018	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.88Co0.12Oz	Bi2212	K	38.4	Phys.Rev.B,54(1996)86
7019	Bi2Sr2Ca(Cu,Co)2Oz	Bi2Sr2Ca1Cu1.84Co0.16Oz	Bi2212	K	31.3	Phys.Rev.B,54(1996)86
7020	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu2I1Oz	Bi2212	K	50.7	Phys.Rev.B,54(1996)86
7021	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.99Co0.01I1Oz	Bi2212	K	49	Phys.Rev.B,54(1996)86
7022	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.98Co0.02I1Oz	Bi2212	K	46	Phys.Rev.B,54(1996)86
7023	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.96Co0.04I1Oz	Bi2212	K	41.5	Phys.Rev.B,54(1996)86
7024	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.92Co0.08I0.94Oz	Bi2212	K	34.9	Phys.Rev.B,54(1996)86
7025	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.88Co0.12I0.91Oz	Bi2212	K	28.4	Phys.Rev.B,54(1996)86
7026	Bi2Sr2Ca(Cu,Co)2OzIx	Bi2Sr2Ca1Cu1.84Co0.16I0.85Oz	Bi2212	K	21.1	Phys.Rev.B,54(1996)86
7027	YBa2Cu3Oz	Y1Ba2Cu3O6.53	Y123	K	54	PHYSICA C,203(1992)293
7028	YBa2Cu3Oz	Y1Ba2Cu3O6.59	Y123	K	61.2	PHYSICA C,203(1992)293
7029	YBa2Cu3Oz	Y1Ba2Cu3O6.67	Y123	K	61.5	PHYSICA C,203(1992)293
7030	YBa2Cu3Oz	Y1Ba2Cu3O6.71	Y123	K	67.3	PHYSICA C,203(1992)293
7031	YBa2Cu3Oz	Y1Ba2Cu3O6.73	Y123	K	73.6	PHYSICA C,203(1992)293
7032	YBa2Cu3Oz	Y1Ba2Cu3O6.77	Y123	K	86.2	PHYSICA C,203(1992)293
7033	YBa2Cu3Oz	Y1Ba2Cu3O6.87	Y123	K	90.3	PHYSICA C,203(1992)293
7034	YBa2Cu3Oz	Y1Ba2Cu3O6.93	Y123	K	92.6	PHYSICA C,203(1992)293
7035	Bi2(Sr,Bi)2CuO6	Bi2.11Sr1.89Cu1O6+z	Bi2201	K	6.8	Physica.C,264(1996)220-226
7036	Bi2(Sr,Bi)2CuO6	Bi2.15Sr1.85Cu1O6+z	Bi2201	K	6.5	Physica.C,264(1996)220-226
7039	Bi2(Sr,Bi)2CuO6	Bi2.11Sr1.89Cu1O6+z	Bi2201	K	8.5	Physica.C,264(1996)220-226
7043	(Bi,Pb)2Sr2Ca2(Ca,Sc)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Sc0.2Oz	Bi2223	K	109	J.Superconductivity,9(1996)201-203
7044	(Bi,Pb)2Sr2Ca2(Cu,Ti)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Ti0.2Oz	Bi2223	K	106	J.Superconductivity,9(1996)201-203
7045	(Bi,Pb)2Sr2Ca2(Cu,V)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8V0.2Oz	Bi2223	K	106	J.Superconductivity,9(1996)201-203
7046	(Bi,Pb)2Sr2Ca2(Cu,Cr)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Cr0.2Oz	Bi2223	K	108	J.Superconductivity,9(1996)201-203
7047	(Bi,Pb)2Sr2Ca2(Cu,Mn)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Mn0.2Oz	Bi2223	K	107.6	J.Superconductivity,9(1996)201-203
7048	(Bi,Pb)2Sr2Ca2(Cu,Fe)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Fe0.2Oz	Bi2212	K	24	J.Superconductivity,9(1996)201-203
7050	(Bi,Pb)2Sr2Ca2(Cu,Ni)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2.8Ni0.2Oz	Bi2212	K	54	J.Superconductivity,9(1996)201-203
7051	(Bi,Pb)2Sr2Ca2(Cu,Zn)3Oz	Bi1.5Pb0.2Sr2Ca2Cu2Zn0.2Oz	Bi2212	K	82.3	J.Superconductivity,9(1996)201-203
7052	(Hg,Cr)Sr2CuO4	Hg0.7Cr0.3Sr2Cu1O4.6	Hg1201	K	53	J.Superconductivity,9(1996)253
7053	(Bi,Pb,V)2Sr2Ca2Cu3O10	Bi1.6Pb0.4Sr2Ca2Cu3O10.11	Bi2223	K	105.3	J.Superconductivity,9(1996)181-185
7054	(Bi,Pb,V)2Sr2Ca2Cu3O10	Bi1.6Pb0.35V0.05Sr2Ca2Cu3O10.12	Bi2223	K	103.7	J.Superconductivity,9(1996)181-185
7055	(Bi,Pb,V)2Sr2Ca2Cu3O10	Bi1.6Pb0.3Sr2Ca2Cu3V0.1O10.12	Bi2223	K	102.5	J.Superconductivity,9(1996)181-185
7056	Bi2Sr2CaCu2Oz	Bi2Sr2Ca1Cu2Oz	Bi2212	K	73.5	J.Superconductivity,9(1996)161-165
7057	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.95Ba0.05Ca1Cu2Oz	Bi2212	K	78.6	J.Superconductivity,9(1996)161-165
7058	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.9Ba0.1Ca1Cu2Oz	Bi2212	K	82.6	J.Superconductivity,9(1996)161-165
7059	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.85Ba0.15Ca1Cu2Oz	Bi2212	K	83.5	J.Superconductivity,9(1996)161-165
7060	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr2Ca1Cu2Oz	Bi2212	K	87.6	J.Superconductivity,9(1996)161-165
7061	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.95Ba0.05Ca1Cu2Oz	Bi2212	K	88.3	J.Superconductivity,9(1996)161-165
7062	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.9Ba0.1Ca1Cu2Oz	Bi2212	K	87.7	J.Superconductivity,9(1996)161-165
7063	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.85Ba0.15Ca1Cu2Oz	Bi2212	K	86.3	J.Superconductivity,9(1996)161-165
7064	Bi2Sr2CaCu2O8	Bi2Sr2Ca1Cu2Oz	Bi2212	K	78	J.Superconductivity,9(1996)161-165
7065	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.95Ba0.05Ca1Cu2Oz	Bi2212	K	80	J.Superconductivity,9(1996)161-165
7066	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.9Ba0.1Ca1Cu2Oz	Bi2212	K	82.2	J.Superconductivity,9(1996)161-165
7067	Bi2(Sr,Ba)2CaCu2O8	Bi2Sr1.85Ba0.15Ca1Cu2Oz	Bi2212	K	83.5	J.Superconductivity,9(1996)161-165
7068	Sr2(Ca,Sr)Cu2(CO3,BO3)Oz	Ca1.3Sr2.7Cu3C0.55B4.5O3+z	C1212	K	100	Physica.C,271(1996)79-82
7069	Sr2Cu2(CO3,BO3)Oz	Ca0.5Sr2.5Cu2C0.7B0.3O3+z	C1201	K	52	Physica.C,271(1996)79-82
7070	Ba2Ca2Cu3(CO3,BO3)Oz	Ba2Ca4Cu5C0.4B0.6O3+z	C1223	K	120	Physica.C,271(1996)79-82
7071	YBa2(Cu,Ni)3(O,S)7	Y1Ba2Cu3Oz		K	94	J.Phys.Condens.Matter, 8(1996)10545-10550
7072	YBa2(Cu,Ni)3(O,S)7	Y1Ba2Cu2.97Ni0.03S0.03Oz		K	89	J.Phys.Condens.Matter, 8(1996)10545-10550
7073	YBa2(Cu,Ni)3(O,S)7	Y1Ba2Cu2.91Ni0.09S0.09Oz		K	85	J.Phys.Condens.Matter, 8(1996)10545-10550
7074	YBa2(Cu,Ni)3(O,S)7	Y1Ba2Cu2.85Ni0.15S0.15Oz		K	83	J.Phys.Condens.Matter, 8(1996)10545-10550
7075	YBa2(Cu,Ni)3(O,S)7	Y1Ba2Cu2.4Ni0.6S0.6Oz		K	70	J.Phys.Condens.Matter, 8(1996)10545-10550
7076	YBa2(Cu,Fe)3(O,S)7	Y1Ba2Cu2.94Fe0.06S0.06Oz		K	85.9	J.Phys.Condens.Matter, 8(1996)10545-10550
7077	YBa2(Cu,Fe)3(O,S)7	Y1Ba2Ca2.85Fe0.15S0.15Oz		K	61.4	J.Phys.Condens.Matter, 8(1996)10545-10550
7078	YBa2(Cu,Fe)3(O,S)7	Y1Ba2Ca2.55Fe0.3S0.3Oz		K	41	J.Phys.Condens.Matter, 8(1996)10545-10550
7079	YBa2(Cu,Fe)3(O,S)7	Y1Ba2Ca2.55Fe0.45S0.45Oz		K	24.6	J.Phys.Condens.Matter, 8(1996)10545-10550
7080	YBa2(Cu,Zn)3(O,S)7	Y1Ba2Cu1Oz		K	89.6	J.Phys.Condens.Matter, 8(1996)10545-10550
7081	YBa2(Cu,Zn)3(O,S)7	Y1Ba2Cu2.97Zn0.03S0.03Oz		K	77.7	J.Phys.Condens.Matter, 8(1996)10545-10550
7082	YBa2(Cu,Zn)3(O,S)7	Y1Ba2Cu2.85Zn0.15S0.15Oz		K	45.7	J.Phys.Condens.Matter, 8(1996)10545-10550
7083	YBa2(Cu,Zn)3(O,S)7	Y1Ba2Cu2.7Zn0.3S0.3Oz		K	35	J.Phys.Condens.Matter, 8(1996)10545-10550
